Name,T90,Flnc,Flnc_err,Pflux1024,Pflux1024_err,Pflux64,Pflux64_err,PfluxBand,PfluxBand_err,Norm,Epk,alpha,alpha_perr,alpha_nerr,beta,W
GRB090520850,3.776,3.3206e-6,1.0421e-7,5.2281,0.2054,9.5253,1.0563,6.562702e-7,9.299663e-8,0.03846489,176.5432,-0.4442473,0.2051444,0.2051444,-7.677634,0.84
GRB090520876,30.657,6.1823e-6,3.8761e-8,8.796,0.2318,10.8018,1.0609,5.201441e-7,2.397162e-8,0.1176741,57.72976,-0.695315,0.1756833,0.1756833,-14.78768,0.92
GRB090524346,54.337,0.000016588,6.0659e-8,12.9725,0.2182,14.4961,0.9287,1.510778e-6,1.127612e-7,0.1358469,137.4935,-0.3668621,0.1055518,0.1055518,-3.762261,0.82
GRB090528173,35.905,6.5647e-6,1.144e-7,4.7478,0.1954,7.6677,0.8895,3.708107e-7,5.076789e-8,0.02107884,50.34149,-1.291584,0.5711672,0.5711672,-2.20011,2.35
GRB090528516,79.041,0.000043518,8.8506e-8,12.7626,0.2141,19.3246,0.9358,1.922283e-6,9.705025e-8,0.04776839,258.236,-0.8558418,0.0971624,0.0971624,-2.279641,1.71
GRB090529310,3.072,8.344e-7,3.7073e-8,3.2815,0.1646,5.714,0.7525,3.003603e-7,9.045592e-8,0.01992462,135.7637,-0.7284254,0.2812602,0.2812602,-6.43974,0.93
GRB090529564,9.853,8.6899e-6,3.3272e-8,22.5564,0.2734,30.7129,1.1863,2.174498e-6,1.029376e-7,0.1025088,141.2979,-0.7867802,0.1000358,0.1000358,-2.300847,1.61
GRB090530760,127.554,0.000059889,1.6035e-7,10.7017,0.2443,12.746,1.1173,1.145775e-6,6.731857e-8,0.3648379,90.97041,0.2430104,0.2253205,0.2253205,-2.683551,0.89
GRB090531775,0.768,3.1809e-7,1.8367e-8,3.4026,0.2481,5.9233,1.1453,2.311047e-6,3.881465e-7,0.0134156,2695.716,-0.7696291,0.2422048,0.2422048,-2.763963,1.07
GRB090602564,20.736,2.7923e-6,5.687e-8,2.5067,0.3154,5.0746,1.4722,7.859043e-7,1.195047e-7,0.01275812,390.7322,-0.07057984,0.509678,0.509678,-2.497482,1.09
GRB090606471,8.064,9.4591e-7,8.735e-8,1.6031,0.2195,5.7937,1.7951,3.036107e-7,1.595483e-7,0.006690392,292.5876,-1.100742,0.5768067,0.5768067,-6.488528,1.13
GRB090608052,21.504,1.2448e-6,1.7538e-8,2.2456,0.1707,4.323,0.8153,1.885509e-7,7.341192e-8,0.0147105,93.7897,-0.9601226,0.3885611,0.3885611,-5.065466,1.04
GRB090610648,6.144,1.3498e-6,5.64e-8,2.9487,0.1481,4.5955,0.7435,1.176722e-6,8.01841e-8,0.007694561,1308.934,-0.6416046,0.1457638,0.1457638,-6.200378,0.90
GRB090610723,144.896,3.9638e-6,6.067e-8,2.2231,0.258,3.8186,1.456,2.273745e-7,5.758223e-8,0.01036869,175.502,-0.7764023,0.4026876,0.4026876,-10.45071,0.95
GRB090610883,7.424,7.6429e-7,2.2375e-8,2.0849,0.2734,4.3425,1.3207,3.408007e-7,9.742452e-8,0.005374438,465.9904,-1.177099,0.3025047,0.3025047,-4.75459,1.18
GRB090612619,42.433,5.8221e-6,7.4595e-8,6.0505,0.2297,7.7828,1.0267,1.726473e-6,1.021663e-7,0.02338933,470.4507,-0.4784091,0.1403868,0.1403868,-2.194599,2.07
GRB090617208,0.192,9.4269e-7,1.6608e-8,2.934,0.1379,18.9418,0.8053,9.608136e-6,7.845945e-7,0.0734015,492.6412,0.7838091,0.4657616,0.4657616,-2.181785,2.02
GRB090618353,112.386,0.00026845,4.2894e-7,68.7202,1.1434,76.1647,4.7542,0.00001340083,2.525354e-7,0.2226783,425.8604,-0.9579971,0.0316006,0.0316006,-2.873375,1.11
GRB090620400,13.568,0.000013263,4.2682e-8,15.4321,0.2852,19.0813,1.2984,3.296905e-6,1.020435e-7,0.2086408,186.039,0.177204,0.09944752,0.09944752,-2.465974,1.09
GRB090621185,106.754,0.00001084,2.1134e-7,3.6307,0.1939,5.9586,0.8558,9.822985e-8,3.349835e-8,0.007031308,14.01912,-1.554328,7.398601,7.398601,-2.209656,2.60
GRB090621447,26.112,1.5666e-6,5.247e-8,2.8444,0.225,5.7056,1.1599,1.78774e-7,4.776664e-8,0.03969155,64.54397,-0.5752718,0.5688447,0.5688447,-3.586546,0.88
GRB090625234,14.336,1.3521e-6,1.284e-8,1.4304,0.133,3.6754,2.08,2.245357e-7,9.475826e-8,0.003934896,397.8184,-1.038303,0.4075452,0.4075452,-3.984563,1.09
GRB090625560,11.776,2.4586e-6,8.7201e-8,3.4442,0.2608,6.2203,1.3678,2.50032e-7,3.646065e-8,0.0660615,91.52692,-0.1063703,0.5574018,0.5574018,-17.61395,0.76
GRB090626189,48.897,0.000063046,1.0656e-7,34.2545,0.6353,53.2969,2.8601,5.011794e-6,1.167734e-7,0.4080521,128.3311,-0.2688507,0.1051689,0.1051689,-2.237437,1.75
GRB090630311,2.88,1.0777e-6,1.255e-8,6.1906,0.206,7.6489,0.8267,4.052645e-7,1.160384e-7,0.06498156,72.67339,-0.7044326,0.2177224,0.2177224,-8.867857,0.93
GRB090701225,4.16,4.4247e-7,1.5773e-8,3.1423,0.1817,5.3832,0.8088,2.943869e-7,6.670575e-8,0.01963389,93.30994,-0.9505869,0.3929132,0.3929132,-2.575207,1.24
GRB090703329,8.96,8.4599e-7,2.8805e-8,2.4567,0.2092,3.7924,1.1187,1.949495e-7,3.736309e-8,0.01090431,120.8973,-1.002653,0.3450699,0.3450699,-24.12769,1.06
GRB090706283,119.81,7.4701e-6,7.6086e-8,3.0687,0.2435,6.4015,1.7728,1.186021e-7,2.397337e-8,6.470828,60.87213,2.638088,2.121664,2.121664,-26.57161,0.48
GRB090708152,21.248,1.0102e-6,2.763e-8,1.372,0.1636,3.3339,0.9446,1.136403e-7,6.163385e-8,0.005861901,64.99516,-1.373199,0.6233812,0.6233812,-2.836292,1.42
GRB090709630,22.272,2.208e-6,3.9117e-8,3.3854,0.1509,5.1072,0.7544,3.641501e-7,7.972009e-8,0.04198414,113.5412,-0.3438122,0.3337762,0.3337762,-2.959599,0.89
GRB090711850,51.969,5.7921e-6,1.3083e-7,3.5953,0.2109,5.843,1.0334,6.619243e-7,1.200142e-7,0.01093476,426.6773,-0.8597811,0.2082337,0.2082337,-4.11761,0.99
GRB090713020,82.817,9.4766e-6,4.4462e-8,3.3045,0.1723,5.4269,0.8767,3.849754e-7,6.125456e-8,0.1988883,111.6459,1.119559,0.7397893,0.7397893,-2.83731,0.74
GRB090717034,65.537,0.000023235,7.4601e-8,16.5318,0.238,19.7585,1.014,2.049154e-6,1.011217e-7,0.07561984,171.8426,-0.9111724,0.08114553,0.08114553,-2.493434,1.30
GRB090717111,0.384,3.0812e-7,2.5877e-8,1.6148,0.1272,4.1774,0.7993,2.3853e-6,5.459327e-7,0.004237304,722.2843,1.565649,1.852481,1.852481,-6.710854,0.55
GRB090718762,23.744,0.00002502,1.1932e-7,28.9877,0.3328,32.1834,1.3319,4.368327e-6,1.176769e-7,0.1518062,202.4671,-0.7395838,0.05290745,0.05290745,-2.494811,1.24
GRB090719063,11.392,0.000046848,1.5783e-7,37.813,0.3933,41.5714,1.6124,6.944364e-6,1.453075e-7,0.2564016,238.6228,-0.3264743,0.04522585,0.04522585,-3.271105,0.84
GRB090720276,3.712,3.2169e-6,2.9469e-8,10.1821,0.3104,14.072,1.4499,1.130853e-6,9.53687e-8,0.2225697,94.01046,-0.006589728,0.2954335,0.2954335,-2.410022,1.20
GRB090720710,10.752,0.000014237,2.3723e-8,9.9135,0.2418,34.1861,1.5328,3.297812e-6,1.130357e-7,0.02512738,878.006,-0.5224023,0.06957968,0.06957968,-3.86246,0.86
GRB090725838,13.76,2.3588e-6,4.6878e-8,3.9965,0.2412,5.7407,1.1271,3.223815e-7,6.16835e-8,0.1763929,51.84705,0.03738268,1.240976,1.240976,-2.165506,2.25
GRB090802235,0.128,1.144e-6,3.5849e-8,5.4925,0.2024,35.4562,1.7547,7.164886e-6,7.118567e-7,0.1808671,301.263,-0.536003,0.1625076,0.1625076,-11.98474,0.87
GRB090802666,27.52,2.7698e-6,6.7964e-8,3.6482,0.1882,6.2708,1.0543,2.146377e-7,6.524412e-8,0.01602467,74.48056,-1.00889,0.6718625,0.6718625,-2.472024,1.37
GRB090804940,5.568,0.000014426,1.8601e-7,36.6471,0.4108,40.6888,1.6829,3.258309e-6,9.070716e-8,0.4161467,113.2413,-0.3194806,0.0628592,0.0628592,-3.489546,0.82
GRB090805622,46.592,5.7886e-6,4.9624e-8,4.5194,0.3567,7.361,1.6212,5.192968e-7,9.076928e-8,0.01397092,187.5755,-1.191797,0.4208088,0.4208088,-2.270201,1.90
GRB090807832,17.92,1.3418e-6,2.5428e-8,9.3114,0.2811,15.8203,1.3099,5.11739e-7,4.725835e-8,0.1921134,39.45164,-0.5587174,0.5297781,0.5297781,-2.538591,1.14
GRB090810659,123.458,9.8876e-6,8.7497e-8,7.453,0.3271,10.0565,1.6517,3.599564e-7,6.502202e-8,0.03052214,42.66678,-1.350481,0.2770937,0.2770937,-4.504184,1.35
GRB090810781,62.977,5.1452e-6,5.7252e-8,3.4147,0.1999,6.8412,1.0036,2.243259e-7,8.602098e-8,0.02101284,96.09386,-0.8105248,0.3660009,0.3660009,-5.406135,0.97
GRB090811696,14.848,1.0514e-6,2.2362e-8,2.2247,0.1999,5.0677,1.1104,8.326189e-7,1.000527e-7,0.005332388,1033.72,-0.4682859,0.3386113,0.3386113,-4.211856,0.85
GRB090814950,108.61,0.000015983,3.8741e-7,4.2926,0.2061,6.5774,0.9611,7.332397e-7,1.064893e-7,0.0184475,300.3886,-0.4827605,0.2562293,0.2562293,-3.252994,0.88
GRB090815300,48.385,1.4272e-6,4.435e-8,1.5925,0.2562,4.495,1.4695,1.133825e-7,9.826958e-8,0.006414103,141.0918,-0.8262504,0.8088071,0.8088071,-4.490045,0.98
GRB090815438,56.321,4.8949e-6,1.6011e-7,11.3632,0.2762,14.184,1.1706,6.692467e-7,5.846584e-8,0.07139504,52.22511,-1.095887,0.1947018,0.1947018,-2.98169,1.16
GRB090819607,0.192,2.7212e-7,1.9464e-8,1.0518,0.1255,7.2562,0.6982,2.345004e-6,3.855182e-7,0.04448951,342.2708,0.1577463,0.7056435,0.7056435,-2.238236,1.69
GRB090820027,12.416,0.0001536,1.8351e-7,124.838,0.7192,135.433,2.9755,0.00002307112,2.349716e-7,0.7020144,251.1867,-0.5164005,0.02298766,0.02298766,-2.681307,1.03
GRB090820509,15.296,1.3413e-6,3.8061e-8,5.9342,0.2113,10.2053,0.8167,2.338635e-7,2.134921e-8,0.1012681,31.66959,-0.8014005,0.326991,0.326991,-5.141997,0.96
GRB090824918,59.905,3.6502e-6,7.5117e-8,3.2726,0.3035,9.7772,2.6101,1.505055e-7,2.521208e-8,1.180388,39.49394,0.7575453,1.140064,1.140064,-3.831499,0.63
GRB090826068,8.704,8.484e-7,4.0948e-8,2.8228,0.159,4.7543,0.6861,3.138525e-7,7.886359e-8,0.01726744,148.5437,-0.6961027,0.3432498,0.3432498,-2.879485,1.00
GRB090828099,68.417,0.000023746,1.8558e-7,14.5374,0.3021,16.4811,1.1953,1.929366e-6,1.007361e-7,0.05861816,210.2015,-0.9159415,0.0915671,0.0915671,-2.489541,1.30
GRB090829672,67.585,0.000076637,1.5833e-7,44.211,0.3166,58.5744,1.3509,6.408085e-6,1.161615e-7,0.1776669,199.0572,-1.017296,0.0412278,0.0412278,-2.135456,2.89
GRB090829702,101.633,4.8119e-6,5.5999e-8,2.5941,0.1541,3.8923,0.7776,4.195853e-7,9.669973e-8,0.01766916,212.7283,-0.4162713,0.3149955,0.3149955,-3.197818,0.87
GRB090831317,39.424,9.4445e-6,7.3136e-8,7.1238,0.2622,38.2298,1.5584,6.272979e-7,7.011933e-8,0.02796865,97.1841,-1.124775,0.293834,0.293834,-2.184951,2.36
GRB090902462,19.328,0.00022179,3.1732e-7,76.8862,0.4419,100.367,1.9187,0.00001918653,1.725289e-7,0.1804876,2152.666,-1.17784,0.008542207,0.008542207,-4.01227,1.18
GRB090904058,56.065,0.000021712,2.2087e-7,6.7719,0.4139,10.6006,1.8744,9.318102e-7,1.235479e-7,0.02118204,252.1047,-1.269387,0.1449101,0.1449101,-4.459913,1.26
GRB090907017,39.489,4.5416e-6,8.7098e-8,2.8339,0.2293,6.9499,1.494,7.442943e-7,1.123313e-7,0.007625482,828.6108,-0.8857396,0.2411235,0.2411235,-2.347448,1.52
GRB090908341,36.864,2.6038e-6,1.5904e-8,2.153,0.1644,5.8741,0.7099,6.453347e-7,9.343171e-8,0.003679541,2627.559,-0.7478029,0.1937282,0.1937282,-7.801216,0.94
GRB090909487,14.336,5.7265e-6,1.9708e-7,5.8392,0.7951,13.8794,4.4329,5.503586e-7,1.791965e-7,0.02792343,175.3353,-0.643595,0.5682743,0.5682743,-5.755336,0.90
GRB090910812,53.441,0.000018665,2.1169e-7,5.0526,0.3469,7.6774,1.6058,1.062648e-6,1.341401e-7,0.0182271,406.5261,-0.6740396,0.1782997,0.1782997,-5.571824,0.91
GRB090915650,76.609,2.9873e-6,4.4259e-8,2.8343,0.2011,5.029,1.037,3.044506e-7,7.762471e-8,0.01181776,191.7813,-0.8437808,0.3331949,0.3331949,-5.230207,0.98
GRB090920035,26.624,3.7368e-6,3.7815e-8,4.5679,0.3347,8.4914,3.0186,3.274681e-7,6.943016e-8,5.046306,36.04612,1.283642,3.078394,3.078394,-2.233613,1.62
GRB090922539,87.041,0.000011046,4.9835e-8,14.6538,0.237,16.6601,0.9994,2.104422e-6,9.012509e-8,0.1246925,160.5097,-0.4265639,0.09928073,0.09928073,-2.679448,1.01
GRB090922605,52.736,4.5135e-6,1.0272e-7,4.8212,0.6431,12.4863,3.0901,1.480524e-6,1.253992e-7,0.01254546,618.0611,-0.1298695,0.361781,0.361781,-5.255032,0.76
GRB090925389,25.472,8.9051e-6,3.1309e-7,4.5559,0.2538,7.7587,1.5335,4.845871e-7,8.035305e-8,0.1636832,85.96458,0.2775912,0.6403577,0.6403577,-2.441068,1.11
GRB090926181,13.76,0.00014657,3.4076e-7,81.4455,0.3699,135.544,2.0105,0.0000185262,1.99432e-7,0.3713104,349.2037,-0.4635534,0.02189475,0.02189475,-2.695542,1.01
GRB090926914,55.553,0.000010786,1.4864e-7,4.6145,0.2212,6.3051,0.9963,3.857081e-7,9.369987e-8,0.06840625,111.3605,-0.1207696,0.320688,0.320688,-6.251487,0.76
GRB090927422,0.512,3.0258e-7,1.8341e-8,3.319,0.2449,6.5443,1.0933,5.889473e-7,2.116526e-7,1.825872,96.28263,1.99968,1.559278,1.559278,-10.93263,0.52
GRB090928646,15.616,1.9528e-6,6.9859e-8,4.6818,0.299,7.4334,2.473,8.039195e-7,8.694849e-8,0.01884043,287.6679,-0.7229506,0.2692512,0.2692512,-2.331404,1.51
GRB091002685,2.752,3.3749e-7,1.4855e-8,2.4452,0.1668,3.6474,0.6186,2.023579e-7,8.876707e-8,0.01023769,168.8722,-0.7089179,0.4508845,0.4508845,-5.546116,0.93
GRB091003191,20.224,0.000023315,7.7664e-8,29.1581,0.4955,46.6291,2.214,8.354317e-6,1.62121e-7,0.1432357,390.2849,-0.5963947,0.0410182,0.0410182,-2.325272,1.49
GRB091010113,5.952,9.9565e-6,5.8682e-8,40.3019,0.3947,73.0272,1.8682,4.763592e-6,1.156594e-7,0.3509196,134.7974,-0.5551969,0.05358374,0.05358374,-3.141712,0.91
GRB091012783,0.704,2.1241e-6,4.4017e-8,8.3499,0.3967,18.4315,1.9948,0.00001072355,8.431884e-7,0.05528836,1049.711,-0.2524756,0.2019082,0.2019082,-12.96719,0.79
GRB091015129,3.84,1.59e-6,5.5398e-8,6.3849,0.5896,11.8566,4.0995,2.90814e-7,4.961158e-8,0.1844621,74.35053,0.2032741,0.9108794,0.9108794,-22.36068,0.70
GRB091017985,44.8,2.1468e-6,3.2845e-8,2.1282,0.218,3.976,1.5129,2.155224e-7,5.599571e-8,0.1565575,81.58928,0.7953578,1.468214,1.468214,-2.41418,1.10
GRB091018957,0.192,1.8053e-7,2.8541e-8,2.2359,0.4197,10.234,2.6756,2.597299e-6,4.998482e-7,0.05484117,340.3727,-0.1126952,0.6847142,0.6847142,-2.924793,0.85
GRB091019750,0.208,9.0551e-8,6.1599e-9,0.648,0.1262,7.6106,0.6924,1.388838e-6,3.553252e-7,0.1124418,164.2713,0.1127181,0.5950806,0.5950806,-2.601845,0.96
GRB091020977,37.505,0.000010749,6.11e-8,5.9539,0.1493,8.0792,0.717,2.177867e-6,1.084894e-7,0.01967983,706.6035,-0.4977949,0.1087809,0.1087809,-2.927701,0.93
GRB091024372,93.954,8.561e-6,6.0053e-8,4.2281,0.3318,5.6482,1.1645,7.443988e-7,1.683622e-7,0.009969294,652.0323,-1.209221,0.4159583,0.4159583,-2.662983,1.33
GRB091024380,450.569,0.000025535,4.8045e-8,3.4603,0.2608,6.6049,1.4181,8.080835e-7,1.2151e-7,0.01479059,366.8619,-0.9270433,0.2559239,0.2559239,-2.321532,1.60
GRB091030613,19.2,4.4816e-6,4.2405e-8,3.8049,0.2027,5.7501,0.9165,5.906269e-7,7.929779e-8,0.02883542,234.5964,0.1717349,0.3659922,0.3659922,-10.32804,0.71
GRB091030828,98.05,0.000029626,2.024e-7,9.4,0.2249,11.9629,0.9208,3.181317e-6,1.061623e-7,0.02541992,1036.198,-0.7218157,0.0673138,0.0673138,-2.704499,1.08
GRB091031500,33.921,0.000015292,8.6477e-8,7.191,0.2209,9.8858,0.8769,1.525625e-6,1.287425e-7,0.02278641,482.3093,-0.9056823,0.1014261,0.1014261,-2.779575,1.11
GRB091101143,10.688,7.8384e-6,7.8792e-8,12.269,0.2759,16.4578,1.2622,1.816652e-6,8.73701e-8,0.1223013,180.2472,-0.2034228,0.1006449,0.1006449,-13.12948,0.78
GRB091103912,13.568,5.6047e-6,1.0918e-7,6.4568,0.2221,8.7283,0.96,1.016178e-6,8.282677e-8,0.02963511,256.6525,-0.7350087,0.1170323,0.1170323,-8.168226,0.94
GRB091106762,14.592,1.8278e-6,7.7489e-8,2.9837,0.3344,7.7228,1.6024,1.968813e-7,7.278129e-8,0.0145575,136.593,-0.6168261,0.5633836,0.5633836,-8.201411,0.89
GRB091107635,11.008,9.3274e-7,4.0412e-8,3.616,0.2525,5.2532,1.1136,3.340681e-7,8.311e-8,0.03294568,120.3843,-0.477079,0.5127145,0.5127145,-3.645476,0.85
GRB091112737,24.576,9.8981e-6,8.8617e-8,4.1704,0.1928,5.7392,0.8572,8.173003e-7,9.890874e-8,0.0119225,496.5882,-0.9639494,0.1676671,0.1676671,-2.204017,2.14
GRB091112928,21.184,4.5698e-6,4.5504e-8,2.9289,0.1722,5.871,0.8711,4.066154e-7,8.545955e-8,0.07345877,101.2846,0.225549,0.7890511,0.7890511,-2.076358,4.34
GRB091120191,50.177,0.000028533,4.0941e-7,19.6966,0.264,26.8511,1.1803,1.577998e-6,5.954661e-8,0.0916092,125.7776,-0.9345754,0.07066435,0.07066435,-10.25717,1.03
GRB091123081,15.552,2.1305e-6,8.8395e-8,4.094,0.3278,5.7561,1.4808,2.120247e-7,6.916724e-8,0.04442686,77.73328,-0.4670974,0.4773873,0.4773873,-5.647888,0.85
GRB091123298,604.491,0.000064042,3.6847e-7,6.1776,0.2547,10.0748,1.19,6.482221e-7,9.028054e-8,0.03054937,138.924,-0.8291131,0.2694432,0.2694432,-2.357467,1.48
GRB091127976,8.701,0.000020729,3.7006e-8,68.2151,0.4678,102.972,2.2148,5.560185e-6,8.512325e-8,1.172036,55.45233,-0.5091187,0.08498511,0.08498511,-2.273314,1.64
GRB091201089,12.992,9.429e-7,2.0879e-8,1.4845,0.1139,3.9593,0.6462,1.36725e-7,3.84364e-8,0.009862319,133.6565,-0.6695077,0.5758767,0.5758767,-16.20519,0.91
GRB091202219,111.106,6.7953e-6,1.5051e-7,3.3362,0.178,5.5975,0.8928,2.902302e-7,6.434399e-8,0.004216037,562.4594,-1.750199,0.1890647,0.1890647,-8.473796,2.37
GRB091207333,27.073,5.3668e-6,1.1451e-7,3.4571,0.1778,6.8324,0.8932,5.418205e-7,9.795679e-8,0.02046976,217.7149,-0.536009,0.2715361,0.2715361,-3.000297,0.93
GRB091208410,12.48,6.1939e-6,1.904e-7,20.5847,0.317,31.0139,1.4282,2.69014e-6,1.072481e-7,0.1047289,145.5129,-0.9337836,0.08934812,0.08934812,-2.198303,2.17
GRB091209001,42.945,0.000010032,1.9176e-7,5.9916,0.4351,10.3246,2.2072,3.848382e-7,6.978609e-8,0.1648881,53.99091,-0.2925326,0.6180039,0.6180039,-2.885991,0.90
GRB091221870,23.04,8.9407e-6,2.211e-7,4.3451,0.1631,6.9997,0.7255,1.107256e-6,8.721137e-8,0.01342767,681.3929,-0.9933085,0.1055235,0.1055235,-6.003449,1.06
GRB091223191,0.576,2.7862e-7,4.1775e-9,1.7636,0.1357,3.5811,0.6065,1.278298e-6,0,0.01334798,472.271,-0.3554658,0,0,-21.82787,0.82
GRB091223511,49.725,8.6851e-6,5.4982e-8,2.2819,0.1544,4.7374,0.8079,2.561809e-7,8.619679e-8,0.02658254,131.4188,-0.1520907,0.6976485,0.6976485,-2.744476,0.92
GRB091227294,21.888,6.8894e-6,1.1012e-7,4.1363,0.1899,7.469,0.8918,9.539336e-7,1.006474e-7,0.013864,494.0108,-0.8616096,0.1381608,0.1381608,-18.79653,0.99
GRB100116897,102.53,0.000033393,1.6288e-7,15.8687,0.2324,18.0223,0.9459,4.565751e-6,1.035788e-7,0.03831495,1715.17,-1.00477,0.02873689,0.02873689,-3.29723,1.07
GRB100118100,9.216,1.4369e-6,1.0832e-7,3.2024,0.1698,5.6997,0.9688,9.996841e-7,8.327433e-8,0.006670949,1269.742,-0.6493802,0.1883635,0.1883635,-7.17724,0.91
GRB100122616,22.529,0.000012003,1.6143e-7,44.2812,0.4398,52.8202,1.978,3.177076e-6,1.048561e-7,0.1685558,68.19029,-1.298265,0.08946627,0.08946627,-2.561808,1.47
GRB100126460,10.624,1.0264e-6,5.7596e-8,1.6007,0.1678,3.8197,0.8172,5.514125e-7,1.049819e-7,0.004530525,734.214,-0.4080167,0.4492449,0.4492449,-6.056553,0.83
GRB100130729,99.074,8.5712e-6,9.3305e-8,5.4906,0.197,7.6547,0.8701,9.543659e-7,1.142342e-7,0.01492903,464.3619,-1.153955,0.1784046,0.1784046,-2.276692,1.86
GRB100130777,86.018,0.000013865,1.7143e-7,3.495,0.2004,5.733,0.8812,3.846229e-7,7.530706e-8,0.009948581,214.0111,-1.252093,0.2108259,0.2108259,-7.87467,1.24
GRB100131730,3.52,7.3386e-6,7.6083e-8,24.3424,0.5078,36.5119,2.3514,3.102036e-6,9.169283e-8,0.199505,151.7268,-0.247601,0.09335118,0.09335118,-2.247176,1.70
GRB100201588,122.114,0.000010718,6.0694e-8,2.9752,0.1835,4.4836,0.8444,3.215299e-7,6.587809e-8,0.008413794,179.7154,-1.382854,0.2300637,0.2300637,-3.950364,1.38
GRB100204024,136.195,0.000010337,1.5471e-7,4.1085,0.1697,5.4696,0.6923,5.89203e-7,8.197963e-8,0.0139499,272.5785,-1.007467,0.1807249,0.1807249,-2.70234,1.19
GRB100204566,32.513,3.775e-6,4.665e-8,3.0925,0.2559,5.8895,1.2568,2.367946e-7,6.342357e-8,0.01507126,119.3323,-0.7612788,0.5203097,0.5203097,-2.589709,1.16
GRB100205490,14.848,1.3647e-6,2.9102e-8,3.1131,0.183,5.0343,0.9969,3.326273e-7,1.081734e-7,0.03139492,141.5817,-0.3103573,0.3234228,0.3234228,-8.695611,0.80
GRB100206563,0.128,8.6895e-7,1.8764e-8,2.6185,0.1377,25.2304,0.9773,9.402238e-6,7.232825e-7,0.0935675,566.0923,-0.2219089,0.1791444,0.1791444,-2.384404,1.28
GRB100207721,17.728,4.341e-7,2.2742e-8,1.0559,0.1528,3.0889,0.7323,8.203233e-8,3.447294e-8,0.1413488,77.7458,0.9753914,1.463212,1.463212,-5.729692,0.60
GRB100208386,0.192,1.8078e-7,1.4529e-8,0.6196,0.2154,3.4755,0.7998,2.422454e-6,5.099664e-7,0.01283764,671.4008,0.3769257,1.100884,1.100884,-2.14089,2.53
GRB100210101,29.184,2.1066e-6,2.9941e-8,3.2337,0.17,4.594,0.8637,2.210436e-7,9.493601e-8,0.02030796,101.0473,-0.6683086,0.6093118,0.6093118,-2.819271,1.01
GRB100211440,21.376,0.000015178,1.6736e-7,11.1629,0.3924,13.9993,1.7097,1.235364e-6,9.395636e-8,0.04242953,145.2849,-1.05789,0.2112119,0.2112119,-2.141416,2.82
GRB100212550,3.773,3.6033e-6,9.2089e-8,3.6663,0.1601,4.9053,0.5317,1.054953e-6,7.263475e-8,0.0253598,295.5993,0.519282,0.4388688,0.4388688,-2.093165,3.61
GRB100219026,59.712,3.4821e-6,6.9685e-8,1.9248,0.2226,6.3595,1.212,5.617349e-7,1.413077e-7,0.005768894,597.7496,-0.4146587,0.5282576,0.5282576,-2.495061,1.15
GRB100221368,23.552,1.8334e-6,3.1273e-8,1.7726,0.144,3.5652,0.7283,2.074093e-7,5.859973e-8,0.02776297,113.3419,0.08353933,1.144581,1.144581,-2.16669,2.23
GRB100224112,67.329,0.000010721,3.6909e-7,10.8689,0.2953,13.8229,1.2573,1.546778e-6,9.718398e-8,0.1076909,141.0785,-0.3534427,0.1815007,0.1815007,-2.374453,1.32
GRB100225580,6.4,6.4e-6,1.096e-7,11.619,0.2064,14.0455,0.867,2.035331e-6,8.854973e-8,0.04589447,297.5199,-0.7995431,0.08773428,0.08773428,-2.407984,1.37
GRB100228873,8.704,6.9114e-7,1.7624e-8,2.4623,0.1749,4.2734,0.8543,3.022568e-7,5.079378e-8,0.003667357,5092.729,-1.600495,0.1259374,0.1259374,-7.291615,1.78
GRB100301068,0.96,2.8365e-7,1.3531e-8,1.7097,0.2038,9.1451,1.0512,3.170885e-6,5.029397e-7,0.03806789,544.4701,-0.5255021,0.3098795,0.3098795,-7.077297,0.86
GRB100301223,26.625,2.3963e-6,6.0652e-8,3.4079,0.1916,5.2803,0.8571,3.352815e-7,8.42008e-8,0.03727134,142.3196,-0.08845048,0.4226646,0.4226646,-4.167508,0.75
GRB100304534,19.008,4.9027e-6,1.5903e-7,4.0834,0.2811,7.925,1.2819,4.571888e-7,1.034121e-7,0.05352613,99.53884,-0.3961394,0.4459868,0.4459868,-2.480919,1.16
GRB100307928,16.128,1.5385e-6,2.2276e-8,3.0491,0.1795,4.7168,0.8595,2.341347e-7,6.514715e-8,0.00982832,85.73629,-1.337518,0.3717717,0.3717717,-2.532911,1.53
GRB100311518,9.024,2.5687e-6,9.8579e-8,2.556,0.1773,4.3544,0.8358,3.677324e-7,8.676624e-8,0.008944725,286.5498,-0.8800465,0.3007865,0.3007865,-13.59209,1.00
GRB100313288,12.864,4.3972e-6,7.6025e-8,6.0541,0.206,8.4667,0.9485,1.17949e-6,1.005054e-7,0.08689813,154.1815,0.01976966,0.2630803,0.2630803,-2.189414,2.03
GRB100313509,34.048,2.536e-6,3.9857e-8,1.871,0.2053,4.2366,1.2414,1.929935e-7,0,0.001835734,5060.611,-1.81991,0,0,-10.72526,2.93
GRB100318611,18.432,1.8965e-6,1.9727e-8,2.6155,0.2155,5.3793,1.0289,3.463586e-7,7.79985e-8,0.01307342,205.8286,-0.414833,0.6370162,0.6370162,-2.255828,1.69
GRB100324172,17.92,0.000042793,1.7233e-7,29.5386,0.3039,36.8745,1.3022,5.237669e-6,1.369073e-7,0.1264322,309.9448,-0.4231358,0.04954523,0.04954523,-3.083735,0.88
