Name,T90,Flnc,Flnc_err,Pflux1024,Pflux1024_err,Pflux64,Pflux64_err,PfluxBand,PfluxBand_err,Norm,Epk,alpha,alpha_perr,alpha_nerr,beta,W 
GRB120427054,5.632,7.4159e-6,5.9075e-8,14.7769,0.3707,18.4935,1.6571,1.992022e-6,8.167562e-8,0.350542,122.5598,0.2370031,0.1404518,0.1404518,-2.882879,0.81
GRB120429484,15.36,2.3678e-6,1.7472e-8,3.0593,0.2174,4.9388,0.9872,4.571278e-7,6.958795e-8,0.01063792,265.4855,-1.018212,0.246243,0.246243,-2.355714,1.56
GRB120430980,14.592,5.5572e-7,2.0683e-8,1.6593,0.2253,3.009,1.0693,2.143368e-7,7.039084e-8,0.005561353,264.1537,-0.9295148,0.4035683,0.4035683,-17.92515,1.02
GRB120504468,41.985,3.3628e-6,2.6299e-8,2.4442,0.2208,5.3743,1.1222,1.354404e-7,6.226284e-8,0.006669866,73.49084,-1.351545,0.5089173,0.5089173,-2.905997,1.38
GRB120510900,62.465,6.0145e-6,7.6321e-8,2.8185,0.3099,5.4584,1.8157,2.808655e-7,6.594055e-8,0.005285247,228.5722,-1.530283,0.4530134,0.4530134,-2.054614,6.57
GRB120511638,45.249,0.0000114,9.5141e-8,4.6831,0.4199,9.9199,2.6647,1.489137e-6,1.182203e-7,0.01141793,563.5381,0.2831574,0.330343,0.330343,-2.371743,1.23
GRB120512112,18.176,0.000012404,7.1173e-8,6.9343,0.2402,8.7416,1.1067,1.794258e-6,9.800327e-8,0.02187222,631.1096,-0.8940976,0.08125648,0.08125648,-4.021701,1.01
GRB120519721,0.96,2.4117e-6,2.4854e-8,6.7067,0.2676,12.722,1.3981,3.983435e-6,5.612374e-7,0.07096255,379.9594,-0.3150102,0.3429594,0.3429594,-2.742552,0.95
GRB120522361,28.16,9.3244e-6,5.0849e-8,15.2289,0.5183,17.0215,2.1589,1.160641e-6,8.411918e-8,0.07139139,76.2774,-1.129972,0.1698429,0.1698429,-2.492607,1.41
GRB120524134,0.704,2.5274e-7,1.5086e-8,4.5154,0.3508,17.658,2.0193,1.357791e-6,9.069229e-7,0.2132289,89.98893,-0.5087974,0.4455611,0.4455611,-12.69513,0.86
GRB120526303,43.649,0.00011619,2.2796e-7,15.6896,1.1041,23.7872,5.796,3.133727e-6,1.62064e-7,0.04401945,552.0372,-1.058916,0.1067156,0.1067156,-5.59887,1.10
GRB120528442,16.384,3.7919e-6,4.5669e-8,5.5495,0.266,7.4135,1.355,6.123296e-7,8.467551e-8,0.0179231,183.2295,-1.190601,0.1632065,0.1632065,-2.707198,1.30
GRB120530121,77.054,7.1731e-6,5.0148e-8,5.0941,0.306,7.1103,1.5341,6.353408e-7,7.939994e-8,0.04157072,113.5452,-0.6025649,0.3244295,0.3244295,-2.108122,3.32
GRB120603439,0.384,6.7886e-7,2.69e-8,3.2336,0.25,13.7043,1.2632,8.093827e-7,7.692962e-8,0.007598622,882.4928,-0.8091774,0.1878428,0.1878428,-6.634521,0.97
GRB120604343,12.032,1.5097e-6,7.2318e-8,2.3981,0.1912,4.1124,1.4044,2.463912e-7,6.783338e-8,0.003884505,445.5933,-1.519308,0.2551235,0.2551235,-15.31601,1.60
GRB120605453,18.112,3.2531e-6,5.4174e-8,9.6451,0.3829,12.1365,1.6801,1.732809e-6,9.421748e-8,0.03060192,383.5768,-1.033293,0.09066615,0.09066615,-2.347276,1.58
GRB120608489,0.96,4.8345e-7,2.1445e-8,3.2615,0.2515,6.8154,1.2662,2.356578e-6,3.977119e-7,0.02764869,570.2699,-0.5936586,0.3468978,0.3468978,-4.911115,0.89
GRB120608777,24.832,3.1743e-6,4.3021e-8,3.6648,0.2124,4.9907,1.4557,3.423617e-7,9.098772e-8,0.01258437,155.2791,-1.152456,0.2403146,0.2403146,-4.457745,1.16
GRB120609580,1.792,4.1964e-7,2.5291e-8,3.6788,0.2449,5.0538,1.1071,8.870887e-7,2.618016e-7,0.01093699,1053.731,-1.378978,0.3784993,0.3784993,-5.115068,1.38
GRB120611108,49.921,4.5256e-6,4.8502e-8,4.5338,0.2406,8.0975,1.2522,4.774819e-7,5.806468e-8,0.01644511,185.7961,-1.041739,0.1587124,0.1587124,-11.53517,1.09
GRB120618128,17.6,5.5799e-6,6.8414e-8,4.6737,0.3958,6.1382,1.0623,6.316424e-7,7.022633e-8,0.1173114,129.7112,0.3386061,0.243314,0.243314,-3.348383,0.71
GRB120619884,0.96,4.2425e-7,3.0169e-8,1.7991,0.1774,4.1544,0.9911,2.339898e-6,3.511413e-7,0.01162,2972.371,-0.6651207,0.2296264,0.2296264,-2.30761,1.56
GRB120624309,0.64,5.14e-6,7.6071e-8,19.4007,0.3782,76.839,2.1699,0.00003474427,1.148759e-6,0.1721664,4100.756,-0.7093795,0.03390218,0.03390218,-3.784104,0.93
GRB120624933,271.364,0.00019164,1.9778e-7,17.6701,0.3037,21.2497,1.2589,4.902386e-6,1.518595e-7,0.05376748,683.8546,-0.7863622,0.04612197,0.04612197,-2.340343,1.50
GRB120625119,7.424,0.000010216,4.2459e-8,18.3744,0.4559,22.0726,1.9366,2.979566e-6,1.080761e-7,0.1356367,172.5579,-0.4443741,0.1435662,0.1435662,-2.171672,2.26
GRB120703417,64.513,0.000011076,5.1941e-8,7.6384,0.3168,10.0646,1.3597,8.532299e-7,8.659647e-8,0.02665906,183.5864,-1.141929,0.1113392,0.1113392,-3.106691,1.17
GRB120703498,77.568,2.5968e-6,5.3469e-8,2.5354,0.2673,4.804,1.3723,2.399373e-7,8.67608e-8,0.007501464,163.4327,-1.272444,0.4385425,0.4385425,-13.02772,1.26
GRB120703726,8.96,8.3292e-6,9.8273e-8,17.1811,0.3004,19.7504,1.1902,4.099826e-6,1.432517e-7,0.07011644,407.0606,-0.648455,0.05681458,0.05681458,-3.670717,0.91
GRB120707800,40.96,0.00009355,7.0713e-7,60.3315,1.5943,76.6998,7.128,7.246216e-6,1.594137e-7,0.2433808,190.8957,-0.9077759,0.08110995,0.08110995,-2.517469,1.27
GRB120709883,27.328,0.000013729,3.751e-8,11.0527,0.2915,18.3527,1.4149,1.16541e-6,8.089797e-8,0.06668238,162.0797,-0.5962759,0.1011924,0.1011924,-3.734939,0.89
GRB120711115,44.033,0.00019428,2.2751e-7,26.7215,0.5824,44.6668,2.8114,7.813592e-6,1.711112e-7,0.06031949,1357.238,-0.8302877,0.04254531,0.04254531,-2.209357,2.05
GRB120715066,29.696,2.1952e-6,3.631e-8,2.6063,0.223,4.9068,1.1401,7.325918e-7,9.753863e-8,0.005405249,1006.244,-0.6066394,0.286868,0.286868,-6.103516,0.89
GRB120716577,24.96,5.2229e-6,1.2542e-7,3.4502,0.3171,6.0004,1.908,6.03939e-7,7.256147e-8,0.01489674,290.1641,-0.7102183,0.2615904,0.2615904,-2.932085,1.00
GRB120716712,237.056,0.000014408,4.0956e-8,8.6068,0.3123,15.015,1.466,1.041398e-6,5.898655e-8,0.08501352,106.261,-0.4614225,0.2364491,0.2364491,-2.095525,3.65
GRB120727681,10.496,9.2348e-6,7.3817e-8,15.7445,0.3808,18.2696,1.6578,1.541631e-6,9.571064e-8,0.09594831,123.3372,-0.8245408,0.1056694,0.1056694,-3.053702,1.01
GRB120728434,100.481,0.00011632,2.5411e-6,40.8664,0.5818,46.7475,2.5115,4.242069e-6,1.068414e-7,0.2302596,123.8313,-0.9850579,0.05149943,0.05149943,-3.71297,1.05
GRB120728934,32.768,3.743e-6,4.5984e-8,3.5827,0.2757,5.8754,1.5115,5.047645e-7,1.116208e-7,0.00887425,398.5145,-0.9161421,0.2941894,0.2941894,-5.304485,1.02
GRB120801920,479.239,0.000033402,2.6343e-7,15.9591,2.5783,34.7161,30.7149,1.26404e-6,1.303981e-7,0.2072227,171.1366,1.780167,1.673243,1.673243,-2.246678,1.53
GRB120806007,26.624,4.9018e-6,3.6937e-8,7.7159,0.2981,9.5188,1.2601,7.011865e-7,7.876628e-8,0.02878005,144.441,-1.113752,0.1157057,0.1157057,-5.182798,1.13
GRB120811649,14.336,3.4466e-6,2.1134e-7,7.6993,0.4515,13.6694,2.8185,5.21893e-7,6.55163e-8,13198.03,32.60298,4.591173,4.369969,4.369969,-2.232736,1.52
GRB120819048,66.304,1.3343e-6,3.2672e-8,2.6081,0.2186,4.8304,1.0784,2.374193e-7,4.748216e-8,0.05121223,70.14011,-0.3229389,0.843605,0.843605,-2.412595,1.24
GRB120820585,107.522,6.9808e-6,2.9282e-8,4.357,0.6442,11.9885,9.8806,1.859868e-7,4.590855e-8,0.02342781,69.48013,-0.5674476,1.472946,1.472946,-2.115377,3.14
GRB120824594,111.618,5.9192e-6,4.1643e-8,1.6913,0.2077,3.6283,1.2824,2.24796e-7,9.945383e-8,0.02528968,173.5791,0.4391461,0.8064666,0.8064666,-8.355213,0.67
GRB120827216,5.056,3.3669e-6,9.1226e-8,5.0145,0.3404,8.1073,1.8494,1.400524e-6,1.333995e-7,0.02129517,432.7857,-0.493935,0.2191016,0.2191016,-2.44093,1.24
GRB120830212,16.064,7.5151e-6,2.3629e-7,8.6556,0.4512,14.842,2.022,1.636276e-6,1.051598e-7,0.0663436,203.3306,-0.2031535,0.2599305,0.2599305,-2.137524,2.65
GRB120830297,0.896,3.0693e-6,2.7188e-8,7.1858,0.2399,10.4984,0.9332,5.989711e-6,5.638203e-7,0.02388008,919.7049,0.1569702,0.3240136,0.3240136,-17.06314,0.71
GRB120830702,49.665,5.655e-6,3.3365e-8,4.3573,0.228,6.5701,1.1644,5.835181e-7,7.417249e-8,0.01918878,209.5288,-0.8025408,0.214989,0.214989,-2.589491,1.17
GRB120905657,195.587,0.000019567,6.3164e-7,3.5534,0.2281,5.0902,1.0317,3.036166e-7,4.844294e-8,0.0831979,80.87199,-0.01735743,0.6190102,0.6190102,-2.539732,1.03
GRB120907017,5.76,8.0914e-7,4.0838e-8,4.2789,0.3576,7.5551,1.9452,4.084654e-7,7.799027e-8,0.02206819,133.8963,-0.9355976,0.3040822,0.3040822,-8.877418,1.03
GRB120908873,46.849,0.000012703,8.5373e-8,6.1988,0.392,9.0167,1.7412,1.016725e-6,1.031757e-7,0.0336862,228.5638,-0.6548176,0.1980395,0.1980395,-2.865,0.99
GRB120908938,66.945,5.1596e-6,1.1179e-7,2.6048,0.2384,5.1898,2.3675,2.704253e-7,9.427485e-8,0.007371842,192.7577,-1.126698,0.6424718,0.6424718,-2.223999,2.09
GRB120909070,112.066,9.848e-6,1.5373e-7,3.0275,0.19,4.3802,1.0105,7.563839e-7,9.800741e-8,0.008640682,705.1488,-0.9119591,0.1584356,0.1584356,-2.749108,1.13
GRB120911298,22.016,2.3432e-6,4.25e-8,4.3081,0.2733,6.9829,1.6014,2.592272e-7,5.114037e-8,0.03616842,67.74883,-0.7870346,0.3889586,0.3889586,-3.177134,0.98
GRB120913846,33.792,1.5647e-6,2.5601e-8,4.4414,0.2402,6.4507,1.3631,2.514844e-7,4.712709e-8,2.748237,20.79626,0.4559587,4.87062,4.87062,-2.243265,1.63
GRB120916173,52.993,0.000014167,5.3783e-8,10.2191,0.3034,3.5652,1.165,1.376114e-6,6.114561e-8,0.02020998,462.5324,-0.6008557,0.0691559,0.0691559,-3.034101,0.94
GRB120919052,118.018,0.000020674,3.8149e-8,8.9868,0.297,13.7273,1.2907,1.562499e-6,8.111403e-8,0.03784926,287.2556,-0.7209514,0.09860491,0.09860491,-2.582614,1.15
GRB120919309,21.248,0.00001678,5.2425e-8,24.5176,0.3444,28.1425,1.4686,3.701286e-6,9.940934e-8,0.1339007,217.0384,-0.6213467,0.05065843,0.05065843,-2.939195,0.97
GRB120919816,20.48,1.1356e-6,2.2108e-8,3.1364,0.2162,5.6821,1.0463,1.859476e-7,4.841774e-8,0.1090669,60.17528,-0.1202291,0.4705332,0.4705332,-9.471131,0.76
GRB120920003,28.16,1.0033e-6,3.1506e-8,1.1391,0.1756,3.322,1.0031,1.28726e-7,4.253252e-8,2.946698e6,29.70563,7.483669,16.72946,16.72946,-2.066398,4.71
GRB120921877,5.632,2.4783e-6,3.1034e-8,10.3248,0.3913,12.3393,1.4901,1.564446e-6,8.664821e-8,0.232902,125.4797,0.2253485,0.2438278,0.2438278,-2.532567,1.01
GRB120922939,182.275,8.208e-6,1.6867e-7,3.4134,0.2786,5.6272,1.4286,1.985811e-7,3.59711e-8,0.01589699,65.40438,-1.047324,0.6229689,0.6229689,-2.47594,1.38
GRB120926335,4.288,2.4776e-6,4.8167e-8,12.0381,0.3405,18.6163,1.3538,7.63911e-7,4.402522e-8,0.1671128,47.14911,-0.7497851,0.2195578,0.2195578,-2.748595,1.07
GRB120926426,60.161,4.3826e-6,9.1741e-8,3.9374,0.2969,6.9881,1.4453,6.218667e-7,9.633919e-8,0.02512358,230.3532,-0.3532537,0.2634606,0.2634606,-8.422136,0.82
GRB121004211,1.536,3.7942e-7,1.0625e-8,3.4773,0.2676,5.8357,1.2366,4.505255e-7,5.758715e-7,3.161775,74.2396,1.842449,1.593429,1.593429,-16.6678,0.53
GRB121005030,96.768,3.7314e-6,6.3501e-8,2.7799,0.3361,7.1003,1.9846,4.225224e-7,9.372093e-8,0.0118582,253.9089,-0.5677642,0.5813428,0.5813428,-2.35347,1.41
GRB121005340,141.568,5.1687e-6,5.3824e-8,2.6733,0.2139,4.3653,1.1115,6.139673e-7,9.957063e-8,0.008609552,500.083,-0.7491216,0.2272605,0.2272605,-11.56,0.94
GRB121012724,0.448,1.2729e-6,1.0012e-8,4.3081,0.1941,12.4083,1.0918,4.677267e-6,5.939525e-7,0.03998384,650.8483,-0.2597557,0.2690891,0.2690891,-3.07532,0.85
GRB121019233,14.336,5.8857e-7,8.3598e-8,1.2258,0.1956,4.4253,1.1268,3.474786e-7,9.169206e-8,0.006501428,373.3745,-0.1775824,0.5249403,0.5249403,-10.85758,0.77
GRB121023322,0.512,7.7268e-7,3.8266e-8,4.6177,0.2734,11.0238,1.3825,3.120732e-6,4.290203e-7,0.02639748,1740.898,-1.017413,0.1785954,0.1785954,-2.272288,1.80
GRB121027038,166.915,7.3949e-6,6.5268e-8,2.9216,0.381,7.1608,1.9538,3.991925e-7,9.9601e-8,0.01081238,264.3906,-0.8197485,0.423833,0.423833,-3.898125,0.97
GRB121028280,11.008,9.9778e-7,2.8314e-8,2.7662,0.2534,4.562,1.2514,3.681289e-7,7.37774e-8,0.009742535,237.4138,-1.089181,0.240116,0.240116,-4.313038,1.12
GRB121029350,15.808,7.8146e-6,5.8005e-8,13.2549,0.2957,18.098,1.1653,1.501972e-6,8.600176e-8,0.1526927,137.1817,-0.2266938,0.1295341,0.1295341,-3.587762,0.79
GRB121031949,242.436,0.00001454,1.3755e-7,7.4391,0.7378,16.4283,19.4088,7.367561e-7,9.784237e-8,0.01738593,299.7718,-0.6931477,0.2064775,0.2064775,-2.738334,1.05
GRB121104627,59.137,4.4463e-6,1.1651e-7,3.281,0.2395,4.828,1.0917,2.533169e-7,1.140653e-7,0.02372306,103.0313,-0.7460992,0.3405664,0.3405664,-6.890869,0.94
GRB121109338,22.144,5.3365e-6,6.5419e-8,4.2952,0.3191,6.1721,1.6658,6.681105e-7,8.169462e-8,0.02735623,232.585,-0.2897506,0.2646935,0.2646935,-9.6035,0.80
GRB121112806,1.28,2.2315e-7,3.2195e-8,1.4505,0.1711,3.7375,0.7812,3.04589e-6,4.888477e-7,0.009083188,783.0216,0.751255,0.914163,0.914163,-12.51269,0.63
GRB121113544,95.49,0.000026848,7.8198e-8,7.3986,0.3096,10.8145,1.4057,8.778473e-7,9.248421e-8,0.03156944,197.1114,-0.9063539,0.1275786,0.1275786,-6.070782,1.01
GRB121118576,33.277,6.7077e-6,3.5376e-8,11.5967,0.3053,29.9445,1.5073,1.570666e-6,9.457727e-8,0.09096841,139.186,-0.5533982,0.1335554,0.1335554,-2.278876,1.63
GRB121119579,2.304,8.8147e-7,2.3576e-8,5.3696,0.2807,9.5846,1.2748,5.372649e-7,6.844311e-8,0.03746527,92.04596,-0.7818129,0.3357899,0.3357899,-2.153691,2.55
GRB121122885,7.936,0.000038485,1.5508e-7,36.7185,1.6496,46.5078,8.0591,7.194153e-6,2.074088e-7,0.5906913,164.4005,-0.1067698,0.1561935,0.1561935,-3.838829,0.76
GRB121123421,102.338,0.000021978,7.8803e-7,4.0024,0.2466,5.551,1.1067,4.718286e-7,7.557376e-8,0.03268646,163.853,-0.3837533,0.2615603,0.2615603,-8.769751,0.82
GRB121123442,42.497,0.000014232,1.0312e-7,6.3556,0.2852,8.9768,1.3341,1.349029e-6,8.229719e-8,0.01584603,791.9094,-1.093044,0.08228993,0.08228993,-4.994321,1.12
GRB121125356,49.857,6.5605e-6,6.7469e-8,4.1647,0.2557,6.5651,1.3039,6.611513e-7,7.395617e-8,0.02884779,171.7838,-0.646021,0.2812452,0.2812452,-2.416946,1.31
GRB121127914,0.64,1.5847e-6,4.9847e-8,4.6315,0.304,20.358,1.658,9.873498e-6,7.257144e-7,0.05271476,1014.578,-0.2580695,0.1951386,0.1951386,-12.15105,0.79
GRB121128212,17.344,9.2979e-6,1.1379e-7,17.8939,0.5238,26.1815,2.3522,1.558807e-6,6.33829e-8,0.1766132,115.3063,-0.4591057,0.1087446,0.1087446,-15.64179,0.84
GRB121202181,17.152,2.0056e-6,5.1266e-8,1.949,0.1723,4.0857,1.3403,2.019989e-7,8.276977e-8,0.003787279,266.1512,-1.54285,0.3391583,0.3391583,-4.273735,1.64
GRB121210081,12.8,2.0243e-6,6.0656e-8,1.8089,0.213,5.2625,1.5313,1.401229e-7,7.38951e-8,0.01177386,76.1248,-0.8309094,1.388359,1.388359,-2.23132,1.92
GRB121211574,5.632,6.4144e-7,3.9522e-8,2.3651,0.2411,4.2999,1.073,1.891271e-7,6.972677e-8,0.01622592,111.2914,-0.6449137,0.5417175,0.5417175,-3.002151,0.96
GRB121211695,8.96,1.3395e-6,3.6512e-8,4.5786,0.245,6.2443,1.1597,3.622782e-7,6.031758e-8,0.06781419,86.72071,-0.3729645,0.3232433,0.3232433,-3.504222,0.83
GRB121217313,828.672,6.7667e-6,6.5604e-8,3.3554,0.2746,5.2324,1.2441,2.957556e-7,8.086637e-8,0.01967841,106.9274,-0.8454022,0.4419964,0.4419964,-2.631301,1.16
GRB121221916,38.913,5.0386e-6,4.9869e-8,3.9711,0.2205,6.0063,1.0518,3.198857e-7,9.277269e-8,0.01465721,106.5697,-1.238849,0.2228187,0.2228187,-3.83151,1.23
GRB121223300,11.005,7.0166e-6,1.9937e-8,7.7411,0.2384,9.4036,1.0721,1.229659e-6,6.845786e-8,0.3354689,117.4529,0.7056419,0.2508443,0.2508443,-2.564814,0.93
GRB121225417,58.497,0.00006958,1.911e-7,23.6129,0.4117,29.8767,1.808,5.069087e-6,1.375224e-7,0.07679201,455.8811,-0.842726,0.04175185,0.04175185,-2.173682,2.34
GRB121229533,23.037,3.5082e-6,3.706e-8,3.6406,0.2423,6.0948,1.1574,3.898308e-7,5.538141e-8,0.8775668,94.78157,1.842424,0.663916,0.663916,-3.371398,0.58
GRB130104721,26.368,5.6683e-6,5.6314e-8,6.679,0.2878,8.7981,1.2324,5.849213e-7,4.730889e-8,0.03480725,119.8177,-0.9596059,0.136028,0.136028,-8.688902,1.04
GRB130106829,11.264,1.5865e-6,4.3176e-8,3.3673,0.2399,4.5384,1.0699,2.597726e-7,4.646743e-8,0.09460385,81.88025,0.04247313,0.4370127,0.4370127,-3.410039,0.75
GRB130106995,70.401,0.000015435,6.7999e-8,7.372,0.4436,10.5066,1.8023,6.211515e-7,8.521447e-8,0.01601272,151.0132,-1.499443,0.1602166,0.1602166,-5.368963,1.56
GRB130109206,8.96,2.5352e-6,6.7822e-8,6.7588,0.2641,8.7975,1.1087,5.737999e-7,7.151894e-8,0.06861094,97.69115,-0.5790722,0.1745524,0.1745524,-3.65073,0.88
GRB130112286,35.328,2.6135e-6,4.6856e-8,5.6954,0.2385,9.636,1.1169,7.718059e-7,7.62318e-8,0.02943179,212.1885,-0.685058,0.1393437,0.1393437,-11.31445,0.92
GRB130112353,2.048,1.2393e-6,2.9823e-8,4.4249,0.252,8.5988,1.1744,1.826158e-6,3.726407e-7,0.03430429,374.4308,-0.7249982,0.2957607,0.2957607,-18.19687,0.93
GRB130115716,13.568,2.7183e-6,3.2105e-8,3.443,0.2419,5.6173,1.0955,5.569431e-7,7.739524e-8,0.01196768,309.3772,-0.9619063,0.1980262,0.1980262,-2.669297,1.19
GRB130117087,78.848,2.8491e-6,3.5373e-8,1.7267,0.2097,4.2898,1.2669,1.908477e-7,1.35399e-7,0.01424933,191.1287,0.1545947,0.9847656,0.9847656,-5.120666,0.71
GRB130121835,178.691,0.000043448,1.1117e-7,22.7592,0.5922,31.744,2.502,3.764529e-6,1.077356e-7,0.134207,206.0193,-0.4402374,0.115584,0.115584,-2.123419,2.94
GRB130127299,19.456,1.0219e-6,5.8943e-8,1.6716,0.2331,3.3992,1.1358,1.02277e-7,5.748143e-8,0.023044,91.54363,-0.1595393,1.093303,1.093303,-3.474912,0.78
GRB130131511,147.459,0.000039205,7.1551e-8,7.6763,0.3549,11.4081,1.6807,1.245201e-6,8.120958e-8,0.03676847,216.0774,-0.7812999,0.1588609,0.1588609,-2.176019,2.30
GRB130206482,11.264,7.1626e-6,6.0838e-8,14.5905,0.286,16.7641,1.2021,1.861374e-6,8.98446e-8,0.1225304,149.7451,-0.4820705,0.08497583,0.08497583,-2.943048,0.93
GRB130208684,41.472,2.2549e-6,5.0101e-8,2.0594,0.181,3.6576,0.903,4.276024e-7,8.283945e-8,0.02173984,181.8263,-0.125039,0.5030001,0.5030001,-2.176221,2.16
GRB130209961,9.79,6.1237e-6,1.8749e-8,7.8914,0.2794,13.4113,1.3512,1.367991e-6,7.522485e-8,0.043476,250.7231,-0.6044352,0.08996924,0.08996924,-22.62188,0.89
GRB130213905,15.36,9.8741e-7,4.9718e-8,2.0156,0.2556,3.82,1.2462,2.137454e-7,7.766442e-8,0.006796057,163.0104,-1.241203,0.3625116,0.3625116,-3.327587,1.24
GRB130214137,96.768,1.5855e-6,1.0737e-7,1.4337,0.1835,3.1059,1.1515,9.940623e-8,3.914787e-8,0.01271332,36.03448,-0.9817251,3.542683,3.542683,-2.117237,3.22
GRB130214800,13.76,5.9829e-6,9.1046e-8,8.2797,0.2774,10.3461,1.3573,8.261217e-7,9.132084e-8,0.02787309,162.1242,-1.179636,0.1199754,0.1199754,-3.25199,1.19
GRB130215649,58.113,0.000021492,6.0381e-8,8.4631,0.4399,10.8634,2.2843,1.586019e-6,1.287327e-7,0.02314268,532.6132,-1.153039,0.102439,0.102439,-2.458125,1.46
GRB130217688,14.848,1.1003e-6,5.4501e-8,4.5368,0.3142,6.9795,1.348,3.300625e-7,6.802216e-8,0.06855863,80.81055,-0.4158334,0.3305282,0.3305282,-4.286467,0.83
GRB130218261,37.121,9.4331e-6,1.0626e-7,8.0549,0.5164,11.6016,2.6622,1.306619e-6,1.213913e-7,0.0195477,525.8479,-1.304292,0.1191786,0.1191786,-5.4888,1.29
GRB130219775,96.129,0.000028469,7.3336e-8,15.0267,0.368,17.1057,1.6187,2.901184e-6,1.155473e-7,0.05143363,392.4848,-0.944823,0.05346427,0.05346427,-2.817421,1.12
GRB130220964,6.4,7.235e-6,4.5829e-8,25.2657,0.3736,28.4243,1.5359,2.366411e-6,7.100137e-8,0.4025475,93.30473,-0.3228747,0.08474107,0.08474107,-3.189792,0.84
GRB130228111,111.106,6.9603e-6,5.0574e-8,4.2804,0.29,6.8033,1.3786,8.390976e-7,1.232036e-7,0.01212977,512.2603,-0.9673644,0.1577434,0.1577434,-4.753875,1.04
GRB130228212,15.421,0.000017485,1.4599e-7,25.5811,0.9515,36.2003,4.398,2.103441e-6,1.187812e-7,0.3860873,75.3437,-0.4265138,0.2664394,0.2664394,-2.645695,1.03
GRB130304410,67.841,0.000037015,9.151e-8,9.6894,0.5675,16.535,3.7739,3.270134e-6,1.371929e-7,0.03258768,602.8304,-0.3709229,0.1315586,0.1315586,-4.106246,0.82
GRB130304658,23.296,1.6196e-6,4.0795e-8,2.5844,0.3134,4.966,1.6088,3.28848e-7,7.681084e-8,0.03769908,114.3271,-0.1075797,0.9031128,0.9031128,-2.248449,1.67
GRB130305486,25.6,0.00004649,7.183e-8,26.7696,0.3759,30.1015,1.5429,9.945103e-6,1.791201e-7,0.08977,688.2709,-0.4544151,0.03221197,0.03221197,-2.730487,0.99
GRB130305526,118.528,1.5196e-6,4.6084e-8,1.0835,0.1974,3.5549,0.904,4.749077e-7,9.604869e-8,0.004623926,544.1424,-0.03479304,0.5996699,0.5996699,-13.60845,0.74
GRB130306991,120.578,0.0001246,7.1963e-7,29.4166,1.6184,42.0991,8.1052,4.586638e-6,2.037584e-7,0.08541418,357.1495,-0.6679976,0.213959,0.213959,-2.226692,1.90
GRB130307126,0.384,4.788e-7,6.8138e-9,3.6057,0.1712,9.9317,1.1452,6.604756e-6,5.202161e-7,0.04405464,1629.743,-0.7573234,0.1289188,0.1289188,-2.880985,1.02
GRB130307238,63.488,3.9719e-6,5.8536e-8,2.4325,0.2842,5.2373,1.6658,7.948805e-7,1.258954e-7,0.01157877,432.806,-0.136449,0.3772501,0.3772501,-10.77347,0.76
GRB130310840,16,0.000011295,6.7067e-8,39.2867,0.4466,172.825,3.3637,6.885573e-6,1.214376e-7,0.0519856,3318.655,-1.026833,0.01827711,0.01827711,-2.309469,1.68
GRB130318456,121.088,3.198e-6,4.8684e-8,3.8761,0.4028,7.3778,1.9456,1.690815e-7,4.401516e-8,0.02060598,67.53529,-0.8326266,0.6193976,0.6193976,-2.829721,1.07
GRB130320560,352.768,0.000081151,1.7409e-6,184.029,1.1557,200.586,4.8826,7.814035e-6,7.681692e-8,1.737273,29.86432,-1.039932,0.05853647,0.05853647,-2.909229,1.14
GRB130324042,56.32,2.0614e-6,3.0496e-8,1.2553,0.1745,3.4144,1.3482,1.867086e-7,8.174602e-8,0.00280014,527.9541,-1.344962,0.5061945,0.5061945,-6.106934,1.34
GRB130325203,6.912,7.4368e-6,2.936e-8,12.6973,0.2648,15.2898,1.1284,2.195653e-6,7.945164e-8,0.07296447,227.0957,-0.5784549,0.07998072,0.07998072,-2.564451,1.12
GRB130327350,31.233,0.000051995,8.0581e-8,12.5889,0.3229,16.7695,1.3095,2.688528e-6,1.149885e-7,0.06087104,330.9797,-0.3588819,0.06840152,0.06840152,-6.350002,0.82
GRB130331566,13.824,9.3307e-6,5.0478e-8,14.6886,0.466,17.7641,2.0949,2.580672e-6,1.465317e-7,0.0640538,288.4418,-0.7994821,0.07339387,0.07339387,-11.96719,0.96
GRB130403866,22.784,1.0943e-6,6.9345e-8,1.2961,0.2096,4.6324,2.4005,1.469643e-7,5.551769e-8,0.05754177,79.69716,0.3204212,1.891576,1.891576,-2.316837,1.36
GRB130404428,3.328,8.4254e-7,4.449e-8,4.0727,0.2616,7.0166,1.0815,2.497915e-7,6.958518e-8,0.02764168,71.12674,-0.9382144,0.3207113,0.3207113,-4.471128,1.03
GRB130406288,7.936,2.924e-6,5.1357e-8,12.8448,0.3636,20.0071,1.6037,1.11871e-6,6.856006e-8,0.2628317,79.55998,-0.2410492,0.1851033,0.1851033,-2.887956,0.89
GRB130406334,88.832,3.211e-6,1.0552e-7,3.6478,0.3394,7.456,1.6522,4.171325e-7,1.156237e-7,0.007517355,323.3479,-1.461806,0.2420914,0.2420914,-5.919447,1.50
GRB130407800,32,1.7462e-6,4.9528e-8,1.5779,0.1831,2.7554,0.8744,1.4256e-7,5.264135e-8,0.004803339,172.8317,-1.145032,0.4627209,0.4627209,-4.96575,1.16
